test_prices,pred_prices
11.794337924408413,12.035084686870684
12.936033799212835,12.931805272278329
13.110290796170059,12.92656948716817
12.779873068457553,12.743138358789366
13.314635265051452,13.250247235133816
13.369223455335854,13.349400031888708
12.45488394359296,12.620840216761145
13.773646353865574,14.209464698073404
13.005829561148378,13.186770462756984
12.445089546000673,12.61347323257883
13.292106151991423,13.01273895412276
12.487485104968359,12.40470817024867
13.565766324852886,13.907698296664112
12.666657052859417,12.654820209334138
13.287877815881902,13.16846132499682
13.058358047428417,13.028702621058976
12.450977688625896,12.639318800746478
14.20077295875492,14.311076117586891
13.62918097977278,13.592831562794961
13.641157170819497,13.818257020715938
13.49088783770021,13.789941303412528
12.736406735684207,12.685380994477827
13.100526682795154,13.027763897586308
13.9108207377686,13.769939418351502
13.87377946608825,13.844644428905365
12.652359748158593,12.663810030300635
13.028052697933088,12.904676840174375
12.672911898413817,12.537683274558848
13.14020329553266,13.349324658467525
13.155798153490567,12.988518647585407
12.733755386362587,12.81286157612457
13.573693741384442,13.349765786931984
13.038981768465277,13.014867377017556
12.577463773304586,12.564211555198915
12.947771866672285,12.980151888877671
13.043320170063875,13.01108947676786
12.423198124518821,12.478002829025403
13.353475098367715,13.355651595445625
13.217673557208654,13.1197781431277
13.018335306980282,12.924098884655372
13.36138027787483,13.473086046214503
12.821258284620408,12.770035791436404
12.751299696013497,12.930876608705606
14.334304351379442,14.465815465173893
13.009194679298691,13.184036929498149
12.983101310070822,12.981950076383203
13.213117740672793,13.266090389939645
13.65416740755551,13.635490764386507
13.709038313453757,13.600591772171812
13.80949248563871,14.007396849222898
13.370784735902808,13.423403425390083
12.985397522331171,12.94943868479996
13.291219683244712,13.356767815307716
12.755060730390513,12.712127744554392
13.217673557208654,13.210719974181355
13.217673557208654,13.337025375037104
13.438487123487413,13.307047909453338
12.765402678355779,12.823794415550784
14.115615150414612,13.834386030409455
13.130728293735956,13.01001233537161
12.779873068457553,12.519793408252678
13.049792684569493,13.159930835180575
13.473020249017498,13.505355960108423
13.883169206438088,13.704747542567366
13.13626628257332,13.155921026415044
12.736700896592344,12.902024133478749
13.737549016494562,13.583012177654648
12.736700896592344,12.742700993680144
12.84792653170257,12.542645111451208
14.093142294562554,14.140796247652336
13.049792684569493,13.16521166623301
13.493926933836812,13.556187149545055
13.210374254727043,13.153261543489878
11.77528972943772,12.000799034657813
14.077874822431765,13.75995471853153
13.864300722133706,13.767138693149063
12.959844447906553,12.925173140558442
13.049792684569493,12.862356085465567
12.873902018105829,12.84185101597887
12.976180867226248,13.040479947161383
13.286181462633724,13.197384541748036
12.506177237980511,12.490164173112351
13.36138027787483,13.42747358298286
12.910654203715783,12.963924637435362
13.1538620444637,13.022971680750507
12.71589776896258,12.652793899347932
13.226002412163815,13.289178582988763
13.437174117244362,13.080473485679946
13.38472764187182,13.137213317057915
13.092934566713517,13.150823529023208
13.527828485512494,13.362691872950894
12.611537753638338,12.827476404350465
12.788288265382837,12.694769675595484
12.468436909997665,12.52554671453655
12.043553716032399,12.66721752722365
13.122363377404328,12.914960566624265
13.815510557964274,13.520500890985465
13.981024996441848,14.038493398235902
12.901716706288706,12.969119599747678
13.294634598344782,13.284889139690618
13.064734264567692,13.197150962868937
13.421356241001977,13.351985341877256
13.112313041550827,13.276933999639487
12.47227568630483,12.371538352469091
12.86747112777554,13.084400847379712
13.15434642325738,13.05368500511607
12.052338545588132,12.111466419658598
12.676076274775909,12.797220478691118
12.621488084491506,12.631380477119148
13.345506928718539,13.274177806731357
13.62918700385102,14.065611809039893
12.345617172968069,12.152233962326626
12.542544882151386,12.515771791541777
12.542544882151386,12.41410173315108
13.122363377404328,13.128536854761
12.48937011966413,12.482063653500012
13.676248490630767,13.361686813306125
14.690979295318174,14.60523701579405
13.265597545490236,13.060642209179292
12.823957341589573,12.902211411273225
12.810388612383504,12.880200252010104
13.565766324852886,13.59241978154703
12.611537753638338,12.725353932918079
12.973863369085885,13.08475499069679
12.66349749256905,12.74067439892918
12.899094818276968,12.931297739203876
12.468436909997665,12.456204505573782
13.180632285528304,13.074727631815158
12.608198852372823,12.789166518992843
13.175904144332359,13.197282853544372
12.855497797198886,12.6913716044227
13.345506928718539,13.079499250134639
12.84792653170257,13.010244259763814
13.221303325259232,13.162797790196535
12.323855681186558,12.430535128959846
13.395439297466748,13.57550614606017
12.793859310432293,12.829298750696104
13.45166712454693,13.255499684632763
13.72546330463464,13.419321537172468
12.772805901234461,12.917599027521245
12.641096555879882,12.308169273166637
13.032438669876342,12.934932421407733
13.13813829651969,13.237303370735226
12.456831363877356,13.244283405932391
12.541830341213517,12.594801837756775
12.400816722322686,12.395691775078795
13.5985975564007,13.356786057969058
12.100712129872347,12.389780818331067
12.923790480024325,12.848869008067776
12.468436909997665,12.47150318468433
12.948009990259552,13.074062875913919
12.751009798924933,12.572663279573112
14.22097566607244,14.349640059402498
12.959844447906553,12.571574214585532
12.474189562487116,12.615608296003638
12.873902018105829,12.954923545244139
13.617059619240436,13.377713755375908
12.220961258023925,12.193975915932542
12.994530005894443,12.839447775791827
13.63098657761512,13.950930087054212
13.235692062711331,13.35062432520823
12.777052192115912,12.722559723113962
12.894207284266574,12.831640887450014
12.2783933071098,12.62832858306037
12.706847933442663,12.545710788237246
13.304684934198283,13.488662196556593
13.122363377404328,13.061207065698158
13.503535792943449,13.620262420897216
13.224919965729422,13.220367538738397
12.611537753638338,12.935428876156854
12.429216196844383,12.263267948246487
12.672946381766982,12.717928328204671
13.955272500339433,13.847441623478934
13.17115354157376,13.264359527728825
13.226723392728571,13.08138557431196
12.556729517143344,12.514679058837336
12.117241431823558,12.15923416142065
12.500606192931057,12.606531896163462
13.635187003832993,13.399364405466292
12.542187675503545,12.939805906039718
12.35017298950393,12.325103130630236
13.028052697933088,12.899584955986658
12.596254896773821,12.708902806604524
13.790192749979985,13.750374090032711
13.15773052124162,13.241436818268669
12.524526376648708,12.724850100438127
13.279367126213993,13.091681308276364
13.576618649681926,13.412158387518147
12.128111104060462,12.317002536328905
13.38472764187182,13.383455364901467
12.779873068457553,12.892983478162694
12.508027377268673,12.630954160884983
12.323855681186558,12.396371858412879
13.554145793829866,13.703575561701392
13.457406021215947,13.481611989082486
14.01436141670944,13.846476410320548
11.957611286231675,12.406991288451744
13.01477816672439,12.98130835852399
13.67509840424753,13.616427853201431
12.345834587905333,12.26155631482104
12.644327576461329,12.78046954515284
12.409013489526863,12.319157061725123
12.779873068457553,12.79800933199293
12.721885810807203,12.847655809996192
13.255144488638146,13.240410446289406
14.547878451677501,14.43725672982329
12.676076274775909,12.728666481139298
12.175613438045465,12.454187599747756
13.493926933836812,13.344631403845282
13.892471599100402,13.588373262065522
13.604789526648622,13.535319540788812
12.345834587905333,12.478013114997218
12.468436909997665,12.542226939512496
13.491164501140902,13.552149727129207
12.691580461311874,12.50551626847551
12.513373504851106,12.927980127634843
14.151982794585487,13.997897232290741
12.974327298576924,12.789002789646515
12.170445467887022,11.998491749212366
13.270783382522602,13.363223856511748
13.049685151906344,12.947607332647697
12.644327576461329,12.69287528920467
12.996800154428984,13.04897626512189
12.771386454580234,12.187943412479475
13.458835614025542,13.045452981626546
13.773646353865574,13.836433002736904
12.821258284620408,12.678237795202469
13.353475098367715,12.94683783324595
13.374677306018318,13.14237304210325
12.637855061955712,12.71567309559573
12.524526376648708,12.833835720664892
12.266697267346608,12.064427597228764
12.873902018105829,12.9353758870449
13.217673557208654,13.05324183828195
13.1470559899947,13.015985981356781
13.253391639810733,13.25027107886029
13.182517300224076,13.054095250956937
13.169246963303179,13.108100861562024
12.230765258120545,12.396579815034643
13.16254516703716,12.937425165109499
13.32612021491835,13.330163321162795
12.542187675503545,12.412459100100753
13.484224848030362,13.589469555726991
12.388394202324129,12.509813236994836
12.745485726148077,12.704273236040478
13.435713196604688,13.469285624016242
12.777052192115912,12.865469761492353
13.062613372998555,13.0056792301937
13.062615496138552,13.349127092401094
13.262125319779487,13.612814301356588
12.429216196844383,12.389884737741315
13.337474757021274,13.184414894817614
13.580420935631663,13.659655741727939
12.758519943986984,12.830648519930874
13.038981768465277,12.916976750293953
14.04662227892766,13.900246640371591
13.180632285528304,13.219834620350774
13.480037821676145,12.89822260207405
12.873902018105829,12.846231134613037
13.311329476916953,13.374968184293438
13.407542319637992,13.378553577580437
12.417143615610113,12.421819886978774
13.491164501140902,13.569165226979676
13.068962600677214,12.968929758134704
13.17115354157376,13.17388689670892
12.793859310432293,12.910349257328665
12.691580461311874,12.746396697574102
13.190022025878143,13.099419931364675
12.84792653170257,12.866286924176771
13.652991628466498,13.358708416674173
12.388394202324129,12.638609630002383
12.592864488372717,12.712444941361662
12.793859310432293,12.988816175738132
12.230765258120545,12.326065381390562
12.560244459250788,12.446450770791545
13.664687668229691,13.686303900550705
13.217673557208654,13.257337364352017
13.565766324852886,13.597942201134577
13.091801071821688,13.24316863097537
12.636067751381615,12.639000180464917
13.071070083016778,13.218532280324856
13.122363377404328,12.980458770907887
12.542544882151386,12.531127157975654
13.217673557208654,12.95398898988318
12.721885810807203,12.902276651555807
12.644327576461329,12.450672708137759
12.429216196844383,12.618261877330681
12.936033799212835,12.833379924101608
14.425276129585168,14.079362472257237
13.248114582709889,13.328213516997636
13.36138027787483,13.193057732136229
12.449018824140563,12.741329885361507
13.454540689742661,13.514025100171349
12.556729517143344,12.644010697450797
13.38472764187182,13.222085781932192
12.33298719505239,12.759573924668691
12.560244459250788,12.611684046710584
13.149978544437301,13.212653048932706
12.70381302974751,12.741576489652912
12.751299696013497,12.974806477003465
12.899094818276968,13.018923539632292
13.591116224748411,13.434690575084213
12.882836346839595,12.917219966038894
12.332705296463539,12.32957354719472
12.476099782743233,12.488956623758385
13.1749558275235,13.375340674470179
13.493926933836812,13.49352177318698
14.266586177324491,14.058060452213327
12.765688433465597,12.743250444409473
12.89921982609012,12.975057623993063
11.759785542901755,12.351402030723621
12.765688433465597,12.93680530910043
12.765545566117686,12.846552041786254
12.429016176841717,12.391670489798713
12.478006361013815,12.825921815413972
12.487485104968359,12.510487876796526
12.683858415217964,12.726818181391346
12.464583340681674,12.923961224520431
12.772805901234461,12.449745995909991
12.106252310247962,12.287103320663938
12.751299696013497,12.854854530579553
13.681979165339751,13.695681872076149
12.771386454580234,12.841815542987234
13.185338176565716,12.881075472370732
12.730801174465157,12.826361492722596
13.604789526648622,13.742490281734112
13.623199269540951,13.835751259421885
12.823957341589573,12.82207447487665
12.971540487669746,12.843600899068713
12.611537753638338,12.537686245205151
13.267329147654515,13.12530317998278
12.911642346088676,12.975630338587047
15.096444403426338,14.739521459671664
13.077366011473593,13.246366654697548
13.122363377404328,13.218282348822859
13.16158409055761,12.874003198819638
12.594730635321957,12.909449550448002
13.854731271117556,13.857337112259238
13.180632285528304,13.052038331414305
12.706847933442663,12.792342674066216
12.821258284620408,13.003301473839711
14.038654109278484,13.767124342553485
13.151922179645874,13.085625249074747
12.779873068457553,12.73064317780281
13.71236979904476,13.615382688258707
13.87377946608825,14.00031437721581
12.102100055147195,12.190277459772396
13.091904169919621,13.1687456232258
13.132313708257497,13.20193865920174
13.58609739363647,13.658758372371013
12.761393509182716,12.543748342235638
12.736700896592344,12.45668274317417
12.765688433465597,12.799555855679072
12.581078546153629,12.608428742491983
13.353475098367715,13.162527675263343
